"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","DRR751831","DRR751832","DRR751833","DRR751834","DRR751835","DRR751836","DRR751837","DRR751838","DRR751839","DRR751840","DRR751841"
"group_3562","","hypothetical protein","3","3","1","1","4701","1","2151","","1214","1214","1214","","","","","FEMKLHDF_04201","","","","MMGGOMGI_03628","","MMKPNOMF_03685"
"yejK_2","","Nucleoid-associated protein YejK","3","3","1","1","4700","1","2152","","1175","1175","1175","","","","","FEMKLHDF_04202","","","","MMGGOMGI_03629","","MMKPNOMF_03686"
"group_3564","","hypothetical protein","3","3","1","1","4699","1","2153","","326","326","326","","","","","FEMKLHDF_04203","","","","MMGGOMGI_03630","","MMKPNOMF_03687"
"group_3565","","hypothetical protein","3","3","1","1","4698","1","2154","","476","476","476","","","","","FEMKLHDF_04204","","","","MMGGOMGI_03631","","MMKPNOMF_03688"
"group_3566","","hypothetical protein","3","3","1","1","4696","1","325","","275","275","275","","","","","FEMKLHDF_04206","","","","MMGGOMGI_03633","","MMKPNOMF_03690"
"group_3567","","hypothetical protein","3","3","1","1","4695","1","324","","251","251","251","","","","","FEMKLHDF_04207","","","","MMGGOMGI_03634","","MMKPNOMF_03691"
"group_3568","","hypothetical protein","3","3","1","1","4694","1","323","","350","350","350","","","","","FEMKLHDF_04208","","","","MMGGOMGI_03635","","MMKPNOMF_03692"
"group_3576","","hypothetical protein","3","3","1","1","4684","1","313","","560","560","560","","","","","FEMKLHDF_04218","","","","MMGGOMGI_03646","","MMKPNOMF_03703"
"group_3577","","hypothetical protein","3","3","1","1","4683","1","312","","170","170","170","","","","","FEMKLHDF_04219","","","","MMGGOMGI_03647","","MMKPNOMF_03704"
"group_3578","","hypothetical protein","3","3","1","1","4682","1","311","","1496","1496","1496","","","","","FEMKLHDF_04220","","","","MMGGOMGI_03648","","MMKPNOMF_03705"
"group_3579","","hypothetical protein","3","3","1","1","4681","1","310","","356","356","356","","","","","FEMKLHDF_04221","","","","MMGGOMGI_03649","","MMKPNOMF_03706"
"group_3580","","hypothetical protein","3","3","1","1","4680","1","309","","269","269","269","","","","","FEMKLHDF_04222","","","","MMGGOMGI_03650","","MMKPNOMF_03707"
"group_3581","","hypothetical protein","3","3","1","1","4679","1","308","","1835","1835","1835","","","","","FEMKLHDF_04223","","","","MMGGOMGI_03651","","MMKPNOMF_03708"
"group_3582","","hypothetical protein","3","3","1","1","4678","1","307","","1328","1328","1328","","","","","FEMKLHDF_04224","","","","MMGGOMGI_03652","","MMKPNOMF_03709"
"group_3583","","hypothetical protein","3","3","1","1","4677","1","306","","1079","1079","1079","","","","","FEMKLHDF_04225","","","","MMGGOMGI_03653","","MMKPNOMF_03710"
"group_3584","","hypothetical protein","3","3","1","1","4676","1","305","","548","548","548","","","","","FEMKLHDF_04226","","","","MMGGOMGI_03654","","MMKPNOMF_03711"
"group_3585","","hypothetical protein","3","3","1","1","4675","1","304","","425","425","425","","","","","FEMKLHDF_04227","","","","MMGGOMGI_03655","","MMKPNOMF_03712"
"group_3586","","hypothetical protein","3","3","1","1","4674","1","303","","1058","1058","1058","","","","","FEMKLHDF_04228","","","","MMGGOMGI_03656","","MMKPNOMF_03713"
"group_3587","","hypothetical protein","3","3","1","1","4673","1","302","","584","584","584","","","","","FEMKLHDF_04229","","","","MMGGOMGI_03657","","MMKPNOMF_03714"
"group_3588","","hypothetical protein","3","3","1","1","3110","1","298","","419","419","419","","","","","FEMKLHDF_04231","","","","MMGGOMGI_03660","","MMKPNOMF_03717"
"tfaE_3","","Prophage tail fiber assembly protein TfaE","3","3","1","1","3109","1","300","","593","593","593","","","","","FEMKLHDF_04232","","","","MMGGOMGI_03659","","MMKPNOMF_03716"
"group_3590","","hypothetical protein","3","3","1","1","3160","1","296","","773","773","773","","","","","FEMKLHDF_04293","","","","MMGGOMGI_03662","","MMKPNOMF_03719"
"ecoRIIM","","Type II methyltransferase M.EcoRII","3","3","1","1","3161","1","295","","1433","1433","1433","","","","","FEMKLHDF_04294","","","","MMGGOMGI_03663","","MMKPNOMF_03720"
"ecoRIIR","","Type II restriction enzyme EcoRII","3","3","1","1","3162","1","294","","1208","1208","1208","","","","","FEMKLHDF_04295","","","","MMGGOMGI_03664","","MMKPNOMF_03721"
"group_3593","","hypothetical protein","3","3","1","1","3163","506","1","","605","605","605","","","","","FEMKLHDF_04305","","","","MMGGOMGI_03674","","MMKPNOMF_03731"
"group_3598","","hypothetical protein","3","3","1","1","4017","1","357","","131","131","131","","","","","FEMKLHDF_04420","","","","MMGGOMGI_05170","","MMKPNOMF_05314"
"group_3599","","hypothetical protein","3","3","1","1","4070","1","355","","551","551","551","","","","","FEMKLHDF_04422","","","","MMGGOMGI_05172","","MMKPNOMF_05316"
"group_3602","","hypothetical protein","3","3","1","50","1","456","1","","389","389","389","","","","","FEMKLHDF_04528","","","","MMGGOMGI_04645","","MMKPNOMF_04799"
"sfmM2","","L-tyrosine C(3)-methyltransferase","3","3","1","50","2","456","2","","1058","1058","1058","","","","","FEMKLHDF_04529","","","","MMGGOMGI_04646","","MMKPNOMF_04800"
"group_3604","","hypothetical protein","3","3","1","50","3","456","3","","722","722","722","","","","","FEMKLHDF_04530","","","","MMGGOMGI_04647","","MMKPNOMF_04801"
"group_3605","","hypothetical protein","3","3","1","50","4","456","4","","839","839","839","","","","","FEMKLHDF_04531","","","","MMGGOMGI_04648","","MMKPNOMF_04802"
"group_3606","","hypothetical protein","3","3","1","50","5","456","5","","257","257","257","","","","","FEMKLHDF_04532","","","","MMGGOMGI_04649","","MMKPNOMF_04803"
"acpP_3","","Acyl carrier protein","3","3","1","50","6","456","6","","251","251","251","","","","","FEMKLHDF_04533","","","","MMGGOMGI_04650","","MMKPNOMF_04804"
"group_3608","","hypothetical protein","3","3","1","50","7","456","7","","581","581","581","","","","","FEMKLHDF_04534","","","","MMGGOMGI_04651","","MMKPNOMF_04805"
"group_3609","","hypothetical protein","3","3","1","50","8","456","8","","1358","1358","1358","","","","","FEMKLHDF_04535","","","","MMGGOMGI_04652","","MMKPNOMF_04806"
"group_3610","","hypothetical protein","3","3","1","50","9","456","9","","353","353","353","","","","","FEMKLHDF_04536","","","","MMGGOMGI_04653","","MMKPNOMF_04807"
"group_3611","","hypothetical protein","3","3","1","50","10","456","10","","1676","1676","1676","","","","","FEMKLHDF_04537","","","","MMGGOMGI_04654","","MMKPNOMF_04808"
"group_3612","","hypothetical protein","3","3","1","50","11","456","11","","422","422","422","","","","","FEMKLHDF_04538","","","","MMGGOMGI_04655","","MMKPNOMF_04809"
"lolA_2","","Outer-membrane lipoprotein carrier protein","3","3","1","50","12","456","12","","605","605","605","","","","","FEMKLHDF_04539","","","","MMGGOMGI_04656","","MMKPNOMF_04810"
"group_3614","","hypothetical protein","3","3","1","50","13","456","13","","2318","2318","2318","","","","","FEMKLHDF_04540","","","","MMGGOMGI_04657","","MMKPNOMF_04811"
"group_3615","","hypothetical protein","3","3","1","50","14","456","14","","584","584","584","","","","","FEMKLHDF_04541","","","","MMGGOMGI_04658","","MMKPNOMF_04812"
"fabF_2","","3-oxoacyl-[acyl-carrier-protein] synthase 2","3","3","1","50","15","456","15","","1169","1169","1169","","","","","FEMKLHDF_04542","","","","MMGGOMGI_04659","","MMKPNOMF_04813"
"group_3617","","hypothetical protein","3","3","1","50","16","456","16","","464","464","464","","","","","FEMKLHDF_04543","","","","MMGGOMGI_04660","","MMKPNOMF_04814"
"fabG_3","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","3","3","1","50","17","456","17","","731","731","731","","","","","FEMKLHDF_04544","","","","MMGGOMGI_04661","","MMKPNOMF_04815"
"fabF_3","","3-oxoacyl-[acyl-carrier-protein] synthase 2","3","3","1","50","18","456","18","","1229","1229","1229","","","","","FEMKLHDF_04545","","","","MMGGOMGI_04662","","MMKPNOMF_04816"
"gntR_2","","HTH-type transcriptional regulator GntR","3","3","1","50","19","456","19","","1031","1031","1031","","","","","FEMKLHDF_04546","","","","MMGGOMGI_04663","","MMKPNOMF_04817"
"ulaC_2","","Ascorbate-specific PTS system EIIA component","3","3","1","50","20","456","20","","443","443","443","","","","","FEMKLHDF_04547","","","","MMGGOMGI_04664","","MMKPNOMF_04818"
"ulaB_2","","Ascorbate-specific PTS system EIIB component","3","3","1","50","21","456","21","","287","287","287","","","","","FEMKLHDF_04548","","","","MMGGOMGI_04665","","MMKPNOMF_04819"
"ulaA_2","","Ascorbate-specific PTS system EIIC component","3","3","1","50","22","456","22","","1256","1256","1256","","","","","FEMKLHDF_04549","","","","MMGGOMGI_04666","","MMKPNOMF_04820"
"group_3624","","hypothetical protein","3","3","1","50","23","456","56","","284","284","284","","","","","FEMKLHDF_04550","","","","MMGGOMGI_04667","","MMKPNOMF_04821"
"group_3625","","Tn3 family transposase ISYps3","3","3","1","1","6255","1","377","","590","590","590","","","","","FEMKLHDF_04714","","","","MMGGOMGI_04779","","MMKPNOMF_04863"
"group_3626","","hypothetical protein","3","3","1","9","38","9","32","","302","302","302","","","","","FEMKLHDF_04720","","","","MMGGOMGI_05291","","MMKPNOMF_05344"
"group_3627","","hypothetical protein","3","3","1","9","39","9","31","","170","170","170","","","","","FEMKLHDF_04721","","","","MMGGOMGI_05292","","MMKPNOMF_05343"
"cdiI4","","Immunity protein CdiI-o11","3","3","1","9","40","9","30","","503","503","503","","","","","FEMKLHDF_04722","","","","MMGGOMGI_05293","","MMKPNOMF_05342"
"cdiA4_1","","Deoxyribonuclease CdiA-o11","3","3","1","9","42","9","28","","359","359","359","","","","","FEMKLHDF_04724","","","","MMGGOMGI_04936","","MMKPNOMF_05001"
"group_3630","","hypothetical protein","3","3","1","9","43","9","27","","218","218","218","","","","","FEMKLHDF_04725","","","","MMGGOMGI_04935","","MMKPNOMF_05000"
"group_3631","","hypothetical protein","3","3","1","9","44","9","26","","2006","2006","2006","","","","","FEMKLHDF_04726","","","","MMGGOMGI_04934","","MMKPNOMF_04999"
"group_3632","","hypothetical protein","3","3","1","9","45","9","25","","392","392","392","","","","","FEMKLHDF_04727","","","","MMGGOMGI_04933","","MMKPNOMF_04998"
"group_3633","","hypothetical protein","3","3","1","9","46","9","24","","329","329","329","","","","","FEMKLHDF_04728","","","","MMGGOMGI_04932","","MMKPNOMF_04997"
"gbpR","","HTH-type transcriptional regulator GbpR","3","3","1","9","9","9","23","","908","908","908","","","","","FEMKLHDF_04730","","","","MMGGOMGI_04930","","MMKPNOMF_04994"
"mhbT","","3-hydroxybenzoate transporter MhbT","3","3","1","9","8","9","22","","1358","1358","1358","","","","","FEMKLHDF_04731","","","","MMGGOMGI_04929","","MMKPNOMF_04993"
"xlnE","","Gentisate 1,2 dioxygenase 1","3","3","1","9","7","9","21","","1028","1028","1028","","","","","FEMKLHDF_04732","","","","MMGGOMGI_04928","","MMKPNOMF_04992"
"nagK_2","","Fumarylpyruvate hydrolase","3","3","1","9","6","9","20","","701","701","701","","","","","FEMKLHDF_04733","","","","MMGGOMGI_04927","","MMKPNOMF_04991"
"nagL","","Maleylpyruvate isomerase","3","3","1","9","5","9","19","","644","644","644","","","","","FEMKLHDF_04734","","","","MMGGOMGI_04926","","MMKPNOMF_04990"
"mhbM","","3-hydroxybenzoate 6-hydroxylase","3","3","1","9","4","9","18","","1193","1193","1193","","","","","FEMKLHDF_04735","","","","MMGGOMGI_04925","","MMKPNOMF_04989"
"group_3640","","hypothetical protein","3","3","1","9","3","9","17","","140","140","140","","","","","FEMKLHDF_04736","","","","MMGGOMGI_04924","","MMKPNOMF_04988"
"group_3641","","hypothetical protein","3","3","1","9","2","9","16","","1157","1157","1157","","","","","FEMKLHDF_04737","","","","MMGGOMGI_04923","","MMKPNOMF_04987"
"group_3642","","hypothetical protein","3","3","1","9","1","9","15","","158","158","158","","","","","FEMKLHDF_04738","","","","MMGGOMGI_04922","","MMKPNOMF_04986"
"group_3643","","hypothetical protein","3","3","1","1","5581","472","3","","89","89","89","","","","","FEMKLHDF_04752","","","","MMGGOMGI_04875","","MMKPNOMF_04982"
"group_3661","","hypothetical protein","3","3","1","1","4067","1","1958","","476","476","476","","","","","FEMKLHDF_04797","","PKFAGLNB_04835","","","COBIJBHN_04855",""
"group_3679","","hypothetical protein","3","3","1","1","4472","498","1","","743","743","743","","","","","FEMKLHDF_04843","","","","MMGGOMGI_04938","","MMKPNOMF_05003"
"group_3681","","hypothetical protein","3","3","1","1","3977","1","2028","","293","293","293","","","","","FEMKLHDF_04854","","","","MMGGOMGI_04949","","MMKPNOMF_05275"
"group_3682","","hypothetical protein","3","3","1","1","4622","1","2071","","215","215","215","","","","","FEMKLHDF_04855","","","","MMGGOMGI_04950","","MMKPNOMF_05274"
"group_3683","","putative HTH-type transcriptional regulator","3","3","1","1","4623","1","2072","","632","632","632","","","","","FEMKLHDF_04856","","","","MMGGOMGI_04951","","MMKPNOMF_05273"
"group_3684","","hypothetical protein","3","3","1","1","4624","1","2073","","404","404","404","","","","","FEMKLHDF_04857","","","","MMGGOMGI_04952","","MMKPNOMF_05272"
"group_3685","","hypothetical protein","3","3","1","1","4625","1","2074","","323","323","323","","","","","FEMKLHDF_04858","","","","MMGGOMGI_04953","","MMKPNOMF_05271"
"group_3686","","hypothetical protein","3","3","1","1","4626","1","2075","","869","869","869","","","","","FEMKLHDF_04859","","","","MMGGOMGI_04954","","MMKPNOMF_05270"
"cdiA","","tRNA nuclease CdiA","3","3","1","9","12","9","3","","287","287","287","","","","","FEMKLHDF_04885","","","","MMGGOMGI_05010","","MMKPNOMF_05426"
"cdiB","","Outer membrane transporter CdiB","3","3","1","9","11","9","2","","1055","1055","1055","","","","","FEMKLHDF_04886","","","","MMGGOMGI_05009","","MMKPNOMF_05427"
"group_3689","","hypothetical protein","3","3","1","1","4100","1","1948","","563","563","563","","","","","FEMKLHDF_04892","","","","MMGGOMGI_05158","","MMKPNOMF_05384"
"group_3692","","hypothetical protein","3","3","1","1","81","1","38","","116","116","116","","","","","FEMKLHDF_04919","","","","MMGGOMGI_04446","","MMKPNOMF_04579"
"group_3693","","hypothetical protein","3","3","1","1","80","1","37","","242","242","242","","","","","FEMKLHDF_04920","","","","MMGGOMGI_04447","","MMKPNOMF_04578"
"rbsK_2","","Ribokinase","3","3","1","1","79","1","36","","947","947","947","","","","","FEMKLHDF_04921","","","","MMGGOMGI_04448","","MMKPNOMF_04577"
"group_3695","","hypothetical protein","3","3","1","1","78","1","35","","758","758","758","","","","","FEMKLHDF_04922","","","","MMGGOMGI_04449","","MMKPNOMF_04576"
"group_3696","","hypothetical protein","3","3","1","1","77","1","34","","965","965","965","","","","","FEMKLHDF_04923","","","","MMGGOMGI_04450","","MMKPNOMF_04575"
"group_3704","","hypothetical protein","3","3","1","51","2","464","3","","1151","1151","1151","","","","","FEMKLHDF_04951","","","","MMGGOMGI_05116","","MMKPNOMF_05187"
"group_3707","","hypothetical protein","3","3","1","51","6","464","6","","602","602","602","","","","","FEMKLHDF_04954","","","","MMGGOMGI_05117","","MMKPNOMF_05186"
"group_3708","","hypothetical protein","3","3","1","51","4","464","1","","200","200","200","","","","","FEMKLHDF_04956","","","","MMGGOMGI_05317","","MMKPNOMF_05484"
"group_3720","","hypothetical protein","3","3","1","1","4184","1","1779","","395","395","395","","","","","FEMKLHDF_04993","","","","MMGGOMGI_05178","COBIJBHN_04958",""
"ydfB_2","","putative protein YdfB","3","3","1","1","1331","1","1717","","128","128","128","","","","","FEMKLHDF_05001","","","","MMGGOMGI_05235","","MMKPNOMF_05388"
"group_3723","","hypothetical protein","3","3","1","1","1330","1","1716","","218","218","218","","","","","FEMKLHDF_05002","","","","MMGGOMGI_05236","","MMKPNOMF_05389"
"group_3724","","hypothetical protein","3","3","1","1","3608","1","856","","755","755","755","","","","","FEMKLHDF_05012","","","","MMGGOMGI_05105","","MMKPNOMF_05293"
"group_3725","","hypothetical protein","3","3","1","1","6483","1","1576","","185","185","185","","","","","FEMKLHDF_05023","","","","MMGGOMGI_03625","","MMKPNOMF_03627"
"nleG1_3","","putative E3 ubiquitin-protein ligase NleG1","3","3","1","1","6482","1","1575","","575","575","575","","","","","FEMKLHDF_05025","","","","MMGGOMGI_03623","","MMKPNOMF_03629"
"group_3727","nleA","type III secretion system effector NleA","3","3","1","1","6472","1","1574","","1238","1238","1238","","","","","FEMKLHDF_05026","","","","MMGGOMGI_03622","","MMKPNOMF_03630"
"group_3736","","hypothetical protein","3","3","1","1","4218","1","1764","","242","242","242","","","","","FEMKLHDF_05056","","","","MMGGOMGI_05241","","MMKPNOMF_05340"
"group_3737","","hypothetical protein","3","3","1","1","4219","1","1765","","338","338","338","","","","","FEMKLHDF_05057","","","","MMGGOMGI_05242","","MMKPNOMF_05341"
"group_3738","","hypothetical protein","3","3","1","1","4220","1","1766","","233","233","233","","","","","FEMKLHDF_05058","FAHJDOHN_04727","PKFAGLNB_05035","","","",""
"group_3743","","hypothetical protein","3","3","1","1","40","477","2","","203","203","203","","","","","FEMKLHDF_05077","","","","MMGGOMGI_05188","","MMKPNOMF_05325"
"group_3746","","hypothetical protein","3","3","1","1","1926","1","25","","488","488","488","","","","","FEMKLHDF_05104","","","","MMGGOMGI_05339","","MMKPNOMF_05336"
"group_3748","","IS66 family transposase ISEc43","3","3","1","53","2","467","2","","1613","1613","1613","","","","","FEMKLHDF_05113","","","","MMGGOMGI_05227","","MMKPNOMF_05381"
"group_3749","","hypothetical protein","3","3","1","53","1","467","1","","434","434","434","","","","","FEMKLHDF_05115","","","","MMGGOMGI_05225","","MMKPNOMF_05383"
"group_375","","hypothetical protein","3","3","1","1","4379","1","1914","","944","1505","1318","","","","","","FAHJDOHN_04876","PKFAGLNB_04890","","MMGGOMGI_05343","",""
"group_3750","","hypothetical protein","3","3","1","1","4391","1","1868","","395","395","395","","","","","FEMKLHDF_05118","","","","MMGGOMGI_05157","","MMKPNOMF_05404"
"group_3751","","hypothetical protein","3","3","1","1","1840","1","26","","209","209","209","","","","","FEMKLHDF_05123","","","","MMGGOMGI_05219","","MMKPNOMF_05399"
"group_3752","","hypothetical protein","3","3","1","1","1843","1","2186","","245","245","245","","","","","FEMKLHDF_05126","","","","MMGGOMGI_05222","","MMKPNOMF_05396"
"group_3753","","hypothetical protein","3","3","1","11","3","39","1","","557","557","557","","","","","FEMKLHDF_05132","","","","","COBIJBHN_05253","MMKPNOMF_05479"
"group_3759","","hypothetical protein","3","3","1","1","4035","1","1908","","374","374","374","","","","","FEMKLHDF_05158","","","","MMGGOMGI_05298","","MMKPNOMF_05473"
"sslE","","lipoprotein metalloprotease SslE","3","3","1","1","1824","1","8","","4565","4565","4565","","","","","","FAHJDOHN_00264","PKFAGLNB_00518","","","COBIJBHN_01589",""
"group_3829","","hypothetical protein","3","3","1","1","4725","1","998","","203","203","203","","","","","","FAHJDOHN_03361","","","MMGGOMGI_01775","COBIJBHN_04556",""
"group_3833","","hypothetical protein","3","3","1","1","2490","1","1327","","572","572","572","","","","","","FAHJDOHN_03434","PKFAGLNB_03552","","","COBIJBHN_03489",""
"ompN_2","","Outer membrane porin N","3","3","1","1","24","253","2","","1163","1163","1163","","","","","","FAHJDOHN_04224","PKFAGLNB_04133","","","COBIJBHN_04147",""
"group_3885","","ISNCY family transposase ISRor2","3","3","1","1","1992","293","1","","956","956","956","","","","","","FAHJDOHN_04640","PKFAGLNB_04654","","","COBIJBHN_03194",""
"group_3889","","hypothetical protein","3","3","1","1","991","1","612","","287","287","287","","","","","","FAHJDOHN_04692","PKFAGLNB_04763","","","COBIJBHN_04192",""
"traS","","Protein TraS","3","3","1","1","759","1","539","","509","509","509","","","","","","FAHJDOHN_04779","PKFAGLNB_04789","","","COBIJBHN_04225",""
"group_3901","","hypothetical protein","3","3","1","1","4008","1","2020","","194","194","194","","","","","","FAHJDOHN_04842","PKFAGLNB_04829","","","COBIJBHN_04800",""
"group_3909","","hypothetical protein","3","3","1","1","4134","1","1862","","611","611","611","","","","","","FAHJDOHN_04880","PKFAGLNB_04886","","MMGGOMGI_05300","",""
"group_3934","","IS3 family transposase ISEc17","3","3","1","37","1","250","2","","299","299","299","","","","","","FAHJDOHN_04968","","","MMGGOMGI_05329","COBIJBHN_05251",""
"group_394","","hypothetical protein","3","3","1","1","2716","19","19","","743","743","743","","KILBOEPI_05655","","","","FAHJDOHN_05059","","","","COBIJBHN_05154",""
"group_397","","hypothetical protein","3","3","1","1","2710","19","13","","743","743","743","","","","","","","","DHLPIOKO_05245","MMGGOMGI_05238","","MMKPNOMF_05436"
"group_404","","IS3 family transposase IS2","3","3","1","9","10","9","1","","656","656","656","","","","","FEMKLHDF_04887","","","","MMGGOMGI_05008","","MMKPNOMF_05428"
"group_4044","","hypothetical protein","3","3","1","36","5","248","3","","233","233","233","","","","","","","","DHLPIOKO_05465","MMGGOMGI_05201","","MMKPNOMF_05356"
"group_4120","","hypothetical protein","3","3","1","1","1075","7","6","","584","584","584","","","","","","","","","MMGGOMGI_02471","COBIJBHN_03662","MMKPNOMF_02587"
"group_4122","","hypothetical protein","3","3","1","1","1059","7","81","","350","350","350","","","","","","","","","MMGGOMGI_02485","COBIJBHN_05050","MMKPNOMF_02601"
"group_4123","","hypothetical protein","3","3","1","1","1055","7","78","","296","296","296","","","","","","","","","MMGGOMGI_02488","COBIJBHN_05053","MMKPNOMF_02604"
"group_4124","","hypothetical protein","3","3","1","1","1044","7","65","","1331","1331","1331","","","","","","","","","MMGGOMGI_02499","COBIJBHN_04932","MMKPNOMF_02615"
"group_421","aaeA_2","p-hydroxybenzoic acid efflux pump subunit AaeA","3","3","1","1","5593","120","2","","338","857","511","","","HAOMLHEB_00743","GMHKIMCO_00714","","","","","","COBIJBHN_03427",""
"group_44","","hypothetical protein","3","3","1","1","4214","1","443","","1070","1082","1074","","","","","","FAHJDOHN_04731","PKFAGLNB_05031","","","","MMKPNOMF_05338"
"group_440","","hypothetical protein","3","3","1","1","5023","1","1169","","1244","1301","1263","","","HAOMLHEB_00651","GMHKIMCO_00622","","","","","","COBIJBHN_00289",""
"group_441","","hypothetical protein","3","3","1","1","5026","1","1166","","548","1751","1350","IFAABLLP_02386","KILBOEPI_05267","","","","","","","","COBIJBHN_04701",""
"group_466","cbtA_2","Cytoskeleton-binding toxin CbtA","3","3","1","1","1469","1","2","","326","326","326","","","","","FEMKLHDF_03813","","","","MMGGOMGI_03941","","MMKPNOMF_03956"
"group_469","","hypothetical protein","3","3","1","1","1139","507","1","","233","233","233","","","","","FEMKLHDF_02125","","","","MMGGOMGI_02423","","MMKPNOMF_02539"
"group_47","","hypothetical protein","3","3","1","1","3092","1","1530","","278","290","286","","KILBOEPI_01163","","","","","PKFAGLNB_05097","","","","MMKPNOMF_03289"
"group_4723","","hypothetical protein","3","3","1","1","6611","493","1","","89","89","89","","","","","FEMKLHDF_00635","","","","MMGGOMGI_00814","","MMKPNOMF_00650"
"group_473","yehR_1","putative lipoprotein YehR","3","3","1","1","6602","257","3","","281","281","281","","","","","FEMKLHDF_00643","","","","MMGGOMGI_00806","","MMKPNOMF_00657"
"group_475","prgH","Protein PrgH","3","3","1","1","2173","8","3","","326","326","326","","","","","FEMKLHDF_02806","","","","MMGGOMGI_02996","","MMKPNOMF_03047"
"group_519","","hypothetical protein","3","3","1","53","3","467","3","","350","350","350","","","","","FEMKLHDF_05114","","","","MMGGOMGI_05226","","MMKPNOMF_05382"
"group_533","","hypothetical protein","3","3","1","1","2457","1","2108","","563","824","650","","","","","FEMKLHDF_03435","","","","MMGGOMGI_04240","","MMKPNOMF_04388"
"group_545","","hypothetical protein","3","3","1","1","4632","1","2080","","272","383","346","","","","","","","","","MMGGOMGI_04904","COBIJBHN_05005","MMKPNOMF_05021"
"group_562","","hypothetical protein","3","3","1","1","5012","1","1021","","104","104","104","IFAABLLP_05514","","","","","FAHJDOHN_04935","PKFAGLNB_04996","","","",""
"group_567","","hypothetical protein","3","3","1","1","702","1","599","","434","434","434","","","HAOMLHEB_04144","GMHKIMCO_04238","","","","","","COBIJBHN_04624",""
"group_572","","hypothetical protein","3","3","1","1","4399","1","1898","","752","752","752","IFAABLLP_05371","KILBOEPI_05594","","","","","","","MMGGOMGI_04918","",""
"xerD_3","","Tyrosine recombinase XerD","3","3","1","1","812","1","576","","344","740","575","","","","GMHKIMCO_05646","FEMKLHDF_04840","","","","","COBIJBHN_05118",""
"group_584","","hypothetical protein","3","3","1","1","748","1","515","","857","857","857","","KILBOEPI_03907","","","","","","","","COBIJBHN_05145","MMKPNOMF_04129"
"group_598","","hypothetical protein","3","3","1","1","4450","1","342","","527","539","531","","","","","","","PKFAGLNB_05160","","MMGGOMGI_05326","","MMKPNOMF_05482"
"dinI_2","","DNA damage-inducible protein I","3","3","1","1","3089","1","1537","","248","248","248","","","","","","FAHJDOHN_03002","","","","COBIJBHN_02616","MMKPNOMF_00326"
"group_625","intQ_5","Putative defective protein IntQ","3","3","1","1","6264","1","476","","1280","1280","1280","IFAABLLP_05426","","","","","","","DHLPIOKO_05282","","COBIJBHN_04668",""
"group_706","","hypothetical protein","3","3","1","1","3609","1","942","","221","221","221","","","","","FEMKLHDF_05010","","","","MMGGOMGI_05107","","MMKPNOMF_05295"
"group_71","","IS3 family transposase IS629","3","3","1","1","3886","1","1744","","620","620","620","","","HAOMLHEB_05566","GMHKIMCO_05580","","","","DHLPIOKO_05361","","",""
"group_72","","IS3 family transposase IS629","3","3","1","1","1451","1","54","","290","887","489","","KILBOEPI_05064","","","","FAHJDOHN_04724","PKFAGLNB_04728","","","",""
"group_726","gudX","Glucarate dehydratase-related protein","3","3","1","1","2171","131","1","","488","1340","1056","","","","","","FAHJDOHN_01821","PKFAGLNB_02164","","","COBIJBHN_01200",""
"rlmD_2","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","3","3","1","1","2170","118","2","","482","1301","755","","","","","","FAHJDOHN_01825","PKFAGLNB_02168","","","COBIJBHN_01204",""
"group_747","islB_1","Isethionate sulfite-lyase activating enzyme","3","3","1","1","2986","127","1","","572","899","790","","","","","","FAHJDOHN_00533","PKFAGLNB_00889","","","COBIJBHN_00230",""
"hlyE_2","","Hemolysin E, chromosomal","3","3","1","1","592","508","1","","260","260","260","","","","","FEMKLHDF_03378","","","","MMGGOMGI_02758","","MMKPNOMF_02883"
"group_77","","ISL3 family transposase ISEc38","3","3","1","10","15","18","13","","263","476","379","IFAABLLP_04849","KILBOEPI_05122","","","","","","","","","MMKPNOMF_04896"
"yraK_2","","hypothetical protein","3","3","1","1","1240","41","1","","230","1073","511","","","","","","FAHJDOHN_01785","PKFAGLNB_04702","","","COBIJBHN_03786",""
"parM_2","","Plasmid segregation protein ParM","3","3","1","1","4929","1","1083","","959","959","959","","","HAOMLHEB_03652","GMHKIMCO_03735","","","","","","COBIJBHN_00295",""
"group_7903","","hypothetical protein","3","3","1","1","3979","1","2030","","701","701","701","","","","","FEMKLHDF_04852","","","","MMGGOMGI_04947","","MMKPNOMF_05012"
"group_792","","hypothetical protein","3","3","1","1","4994","1","1161","","800","800","800","","","HAOMLHEB_05227","GMHKIMCO_05190","","","","DHLPIOKO_05082","","",""
"group_796","","hypothetical protein","3","3","1","1","4951","1","1049","","203","203","203","","KILBOEPI_00567","HAOMLHEB_00659","GMHKIMCO_00630","","","","","","",""
"mtlK","","Mannitol 2-dehydrogenase","3","3","1","1","558","502","1","","647","647","647","","","","","FEMKLHDF_00695","","","","MMGGOMGI_00754","","MMKPNOMF_00709"
"group_83","","hypothetical protein","3","3","1","1","2805","1","98","","140","140","140","IFAABLLP_02900","","HAOMLHEB_03154","","FEMKLHDF_05071","","","","","",""
